text,text_clean,sentiment,target
so frustrated right now #9070,frustrate right,negative,0
this made my day #543,make day,positive,2
the meeting is at 3pm #5191,meeting 3pm,neutral,1
terrible quality #8419,terrible quality,negative,0
link attached for reference #431,link attach reference,neutral,1
noted for the record #4182,note record,neutral,1
loving this so much #4699,love much,positive,2
worst experience ever #5692,bad experience ever,negative,0
standard procedure #606,standard procedure,neutral,1
waste of time #5362,waste time,negative,0
will follow up later #7375,follow later,neutral,1
this made my day #9845,make day,positive,2
the meeting is at 3pm #8157,meeting 3pm,neutral,1
noted for the record #7515,note record,neutral,1
will follow up later #9488,follow later,neutral,1
hate this update #1321,hate update,negative,0
so happy with this #5112,happy,positive,2
highly recommend #8607,highly recommend,positive,2
worst experience ever #1249,bad experience ever,negative,0
loving this so much #942,love much,positive,2
as expected #7439,expect,neutral,1
waste of time #5945,waste time,negative,0
see you tomorrow #1501,see tomorrow,neutral,1
this is awful #1884,awful,negative,0
see you tomorrow #867,see tomorrow,neutral,1
worst experience ever #4228,bad experience ever,negative,0
fantastic support team #6094,fantastic support team,positive,2
excellent quality #2802,excellent quality,positive,2
this is awful #2424,awful,negative,0
standard procedure #2467,standard procedure,neutral,1
totally disappointed with this #4049,totally disappointed,negative,0
this is awful #718,awful,negative,0
the meeting is at 3pm #5267,meeting 3pm,neutral,1
loving this so much #5758,love much,positive,2
as expected #7902,expect,neutral,1
highly recommend #7138,highly recommend,positive,2
so happy with this #8763,happy,positive,2
terrible quality #917,terrible quality,negative,0
great experience #8000,great experience,positive,2
best day ever #749,best day ever,positive,2
totally disappointed with this #7625,totally disappointed,negative,0
this made my day #3138,make day,positive,2
hate this update #3704,hate update,negative,0
will follow up later #9590,follow later,neutral,1
this is awful #123,awful,negative,0
link attached for reference #4250,link attach reference,neutral,1
fantastic support team #8007,fantastic support team,positive,2
noted for the record #3215,note record,neutral,1
the meeting is at 3pm #6197,meeting 3pm,neutral,1
terrible quality #2466,terrible quality,negative,0
excellent quality #2050,excellent quality,positive,2
link attached for reference #4991,link attach reference,neutral,1
waste of time #3929,waste time,negative,0
highly recommend #9534,highly recommend,positive,2
loving this so much #9377,love much,positive,2
the meeting is at 3pm #8411,meeting 3pm,neutral,1
terrible quality #5127,terrible quality,negative,0
excellent quality #8286,excellent quality,positive,2
as expected #9645,expect,neutral,1
hate this update #9361,hate update,negative,0
hate this update #1557,hate update,negative,0
hate this update #6345,hate update,negative,0
loving this so much #9904,love much,positive,2
link attached for reference #8690,link attach reference,neutral,1
excellent quality #7920,excellent quality,positive,2
this is awful #9802,awful,negative,0
link attached for reference #1337,link attach reference,neutral,1
great experience #2362,great experience,positive,2
fantastic support team #6771,fantastic support team,positive,2
will follow up later #931,follow later,neutral,1
best day ever #9712,best day ever,positive,2
see you tomorrow #8195,see tomorrow,neutral,1
hate this update #1438,hate update,negative,0
best day ever #8519,best day ever,positive,2
see you tomorrow #2734,see tomorrow,neutral,1
hate this update #9277,hate update,negative,0
great experience #2950,great experience,positive,2
terrible quality #1058,terrible quality,negative,0
loving this so much #2073,love much,positive,2
would not recommend #8743,would recommend,negative,0
will follow up later #6983,follow later,neutral,1
best day ever #3552,best day ever,positive,2
see you tomorrow #6135,see tomorrow,neutral,1
highly recommend #2924,highly recommend,positive,2
loving this so much #404,love much,positive,2
terrible quality #6648,terrible quality,negative,0
best day ever #9469,best day ever,positive,2
excellent quality #8284,excellent quality,positive,2
hate this update #991,hate update,negative,0
waste of time #2624,waste time,negative,0
this is awful #7805,awful,negative,0
standard procedure #5521,standard procedure,neutral,1
noted for the record #8063,note record,neutral,1
this is awful #6698,awful,negative,0
hate this update #1539,hate update,negative,0
great experience #3269,great experience,positive,2
this is awful #3707,awful,negative,0
noted for the record #9388,note record,neutral,1
highly recommend #3548,highly recommend,positive,2
link attached for reference #4965,link attach reference,neutral,1
see you tomorrow #4943,see tomorrow,neutral,1
standard procedure #1885,standard procedure,neutral,1
great experience #4753,great experience,positive,2
as expected #141,expect,neutral,1
noted for the record #3764,note record,neutral,1
waste of time #438,waste time,negative,0
excellent quality #6646,excellent quality,positive,2
would not recommend #3772,would recommend,negative,0
excellent quality #6553,excellent quality,positive,2
would not recommend #9948,would recommend,negative,0
waste of time #6963,waste time,negative,0
hate this update #9923,hate update,negative,0
will follow up later #8595,follow later,neutral,1
this is awful #8020,awful,negative,0
will follow up later #3683,follow later,neutral,1
highly recommend #2929,highly recommend,positive,2
great experience #5739,great experience,positive,2
will follow up later #6147,follow later,neutral,1
see you tomorrow #717,see tomorrow,neutral,1
will follow up later #2567,follow later,neutral,1
worst experience ever #9635,bad experience ever,negative,0
noted for the record #2530,note record,neutral,1
totally disappointed with this #8961,totally disappointed,negative,0
would not recommend #7105,would recommend,negative,0
would not recommend #216,would recommend,negative,0
will follow up later #2359,follow later,neutral,1
so happy with this #4137,happy,positive,2
so happy with this #1240,happy,positive,2
best day ever #3232,best day ever,positive,2
great experience #8924,great experience,positive,2
the meeting is at 3pm #927,meeting 3pm,neutral,1
worst experience ever #1153,bad experience ever,negative,0
best day ever #5103,best day ever,positive,2
terrible quality #3924,terrible quality,negative,0
hate this update #1032,hate update,negative,0
noted for the record #5252,note record,neutral,1
highly recommend #2486,highly recommend,positive,2
link attached for reference #2154,link attach reference,neutral,1
would not recommend #3106,would recommend,negative,0
waste of time #9095,waste time,negative,0
ok thanks #4942,ok thanks,neutral,1
highly recommend #6825,highly recommend,positive,2
the meeting is at 3pm #7593,meeting 3pm,neutral,1
highly recommend #2742,highly recommend,positive,2
so frustrated right now #5531,frustrate right,negative,0
waste of time #8285,waste time,negative,0
loving this so much #9099,love much,positive,2
best day ever #1803,best day ever,positive,2
link attached for reference #6366,link attach reference,neutral,1
worst experience ever #7417,bad experience ever,negative,0
standard procedure #8027,standard procedure,neutral,1
worst experience ever #519,bad experience ever,negative,0
this made my day #9591,make day,positive,2
see you tomorrow #5285,see tomorrow,neutral,1
this made my day #8430,make day,positive,2
hate this update #3432,hate update,negative,0
ok thanks #7869,ok thanks,neutral,1
the meeting is at 3pm #4525,meeting 3pm,neutral,1
this is awful #8865,awful,negative,0
this made my day #3959,make day,positive,2
link attached for reference #576,link attach reference,neutral,1
waste of time #1430,waste time,negative,0
will follow up later #2151,follow later,neutral,1
this made my day #7930,make day,positive,2
loving this so much #4770,love much,positive,2
the meeting is at 3pm #5752,meeting 3pm,neutral,1
waste of time #485,waste time,negative,0
totally disappointed with this #6634,totally disappointed,negative,0
noted for the record #1500,note record,neutral,1
link attached for reference #7479,link attach reference,neutral,1
hate this update #6143,hate update,negative,0
standard procedure #1779,standard procedure,neutral,1
so frustrated right now #774,frustrate right,negative,0
the meeting is at 3pm #9000,meeting 3pm,neutral,1
the meeting is at 3pm #4761,meeting 3pm,neutral,1
see you tomorrow #5633,see tomorrow,neutral,1
great experience #8591,great experience,positive,2
loving this so much #6274,love much,positive,2
excellent quality #806,excellent quality,positive,2
best day ever #8013,best day ever,positive,2
noted for the record #3029,note record,neutral,1
as expected #1311,expect,neutral,1
noted for the record #9702,note record,neutral,1
would not recommend #1669,would recommend,negative,0
noted for the record #8930,note record,neutral,1
standard procedure #8674,standard procedure,neutral,1
great experience #6209,great experience,positive,2
this made my day #5149,make day,positive,2
worst experience ever #4227,bad experience ever,negative,0
the meeting is at 3pm #6929,meeting 3pm,neutral,1
will follow up later #3390,follow later,neutral,1
noted for the record #43,note record,neutral,1
see you tomorrow #4073,see tomorrow,neutral,1
link attached for reference #4020,link attach reference,neutral,1
as expected #3279,expect,neutral,1
ok thanks #5274,ok thanks,neutral,1
link attached for reference #456,link attach reference,neutral,1
ok thanks #6235,ok thanks,neutral,1
great experience #6604,great experience,positive,2
fantastic support team #4969,fantastic support team,positive,2
worst experience ever #6973,bad experience ever,negative,0
this made my day #922,make day,positive,2
this is awful #4976,awful,negative,0
great experience #487,great experience,positive,2
would not recommend #1925,would recommend,negative,0
so happy with this #4915,happy,positive,2
worst experience ever #3394,bad experience ever,negative,0
highly recommend #9744,highly recommend,positive,2
excellent quality #1101,excellent quality,positive,2
standard procedure #7365,standard procedure,neutral,1
so happy with this #6387,happy,positive,2
link attached for reference #9425,link attach reference,neutral,1
so frustrated right now #950,frustrate right,negative,0
the meeting is at 3pm #8880,meeting 3pm,neutral,1
noted for the record #884,note record,neutral,1
excellent quality #4934,excellent quality,positive,2
best day ever #6700,best day ever,positive,2
waste of time #6901,waste time,negative,0
would not recommend #4532,would recommend,negative,0
this is awful #3144,awful,negative,0
would not recommend #5491,would recommend,negative,0
noted for the record #3014,note record,neutral,1
standard procedure #2257,standard procedure,neutral,1
this is awful #3996,awful,negative,0
see you tomorrow #9675,see tomorrow,neutral,1
terrible quality #4450,terrible quality,negative,0
so happy with this #9346,happy,positive,2
this is awful #1633,awful,negative,0
best day ever #3146,best day ever,positive,2
fantastic support team #24,fantastic support team,positive,2
hate this update #4281,hate update,negative,0
this is awful #4921,awful,negative,0
highly recommend #6491,highly recommend,positive,2
would not recommend #4986,would recommend,negative,0
so frustrated right now #3138,frustrate right,negative,0
hate this update #6541,hate update,negative,0
as expected #3232,expect,neutral,1
would not recommend #7874,would recommend,negative,0
excellent quality #6629,excellent quality,positive,2
ok thanks #4446,ok thanks,neutral,1
great experience #9645,great experience,positive,2
waste of time #2020,waste time,negative,0
will follow up later #5429,follow later,neutral,1
totally disappointed with this #9071,totally disappointed,negative,0
hate this update #165,hate update,negative,0
hate this update #9855,hate update,negative,0
highly recommend #618,highly recommend,positive,2
great experience #3012,great experience,positive,2
would not recommend #917,would recommend,negative,0
excellent quality #2765,excellent quality,positive,2
will follow up later #7485,follow later,neutral,1
as expected #2447,expect,neutral,1
excellent quality #1764,excellent quality,positive,2
this is awful #5150,awful,negative,0
noted for the record #9928,note record,neutral,1
link attached for reference #7599,link attach reference,neutral,1
noted for the record #4197,note record,neutral,1
so happy with this #7904,happy,positive,2
terrible quality #8907,terrible quality,negative,0
great experience #4976,great experience,positive,2
noted for the record #8931,note record,neutral,1
worst experience ever #5081,bad experience ever,negative,0
would not recommend #6861,would recommend,negative,0
the meeting is at 3pm #6629,meeting 3pm,neutral,1
the meeting is at 3pm #6138,meeting 3pm,neutral,1
this made my day #4983,make day,positive,2
this is awful #6807,awful,negative,0
waste of time #1219,waste time,negative,0
worst experience ever #5592,bad experience ever,negative,0
hate this update #9360,hate update,negative,0
would not recommend #9247,would recommend,negative,0
highly recommend #4843,highly recommend,positive,2
noted for the record #5151,note record,neutral,1
as expected #8427,expect,neutral,1
noted for the record #3302,note record,neutral,1
so frustrated right now #8231,frustrate right,negative,0
will follow up later #4918,follow later,neutral,1
worst experience ever #7449,bad experience ever,negative,0
as expected #8267,expect,neutral,1
great experience #4893,great experience,positive,2
would not recommend #7998,would recommend,negative,0
would not recommend #5657,would recommend,negative,0
link attached for reference #8820,link attach reference,neutral,1
noted for the record #2836,note record,neutral,1
ok thanks #7081,ok thanks,neutral,1
best day ever #1035,best day ever,positive,2
hate this update #9947,hate update,negative,0
loving this so much #6530,love much,positive,2
so frustrated right now #3191,frustrate right,negative,0
terrible quality #9511,terrible quality,negative,0
see you tomorrow #5564,see tomorrow,neutral,1
standard procedure #5715,standard procedure,neutral,1
highly recommend #8893,highly recommend,positive,2
fantastic support team #7738,fantastic support team,positive,2
as expected #4346,expect,neutral,1
this made my day #782,make day,positive,2
totally disappointed with this #1712,totally disappointed,negative,0
this made my day #1424,make day,positive,2
this made my day #8118,make day,positive,2
so frustrated right now #6830,frustrate right,negative,0
worst experience ever #3215,bad experience ever,negative,0
as expected #7480,expect,neutral,1
great experience #8812,great experience,positive,2
as expected #3881,expect,neutral,1
so happy with this #8197,happy,positive,2
fantastic support team #5902,fantastic support team,positive,2
link attached for reference #4548,link attach reference,neutral,1
totally disappointed with this #5535,totally disappointed,negative,0
link attached for reference #387,link attach reference,neutral,1
loving this so much #5187,love much,positive,2
terrible quality #8374,terrible quality,negative,0
totally disappointed with this #5364,totally disappointed,negative,0
will follow up later #2691,follow later,neutral,1
hate this update #5010,hate update,negative,0
excellent quality #7062,excellent quality,positive,2
worst experience ever #3047,bad experience ever,negative,0
this is awful #5909,awful,negative,0
ok thanks #3083,ok thanks,neutral,1
so happy with this #40,happy,positive,2
noted for the record #6800,note record,neutral,1
ok thanks #3363,ok thanks,neutral,1
this made my day #4651,make day,positive,2
would not recommend #3103,would recommend,negative,0
so happy with this #7955,happy,positive,2
standard procedure #5273,standard procedure,neutral,1
loving this so much #1656,love much,positive,2
ok thanks #1421,ok thanks,neutral,1
totally disappointed with this #4657,totally disappointed,negative,0
so happy with this #9369,happy,positive,2
waste of time #6702,waste time,negative,0
loving this so much #9045,love much,positive,2
as expected #6382,expect,neutral,1
highly recommend #9642,highly recommend,positive,2
excellent quality #3813,excellent quality,positive,2
standard procedure #3964,standard procedure,neutral,1
excellent quality #5840,excellent quality,positive,2
would not recommend #4866,would recommend,negative,0
see you tomorrow #8608,see tomorrow,neutral,1
ok thanks #2199,ok thanks,neutral,1
this made my day #1160,make day,positive,2
standard procedure #8721,standard procedure,neutral,1
this is awful #3427,awful,negative,0
great experience #4473,great experience,positive,2
standard procedure #1815,standard procedure,neutral,1
link attached for reference #6790,link attach reference,neutral,1
this is awful #7351,awful,negative,0
as expected #587,expect,neutral,1
excellent quality #7513,excellent quality,positive,2
fantastic support team #328,fantastic support team,positive,2
hate this update #4896,hate update,negative,0
so happy with this #848,happy,positive,2
this is awful #3618,awful,negative,0
so frustrated right now #2960,frustrate right,negative,0
the meeting is at 3pm #9024,meeting 3pm,neutral,1
fantastic support team #618,fantastic support team,positive,2
will follow up later #7294,follow later,neutral,1
will follow up later #2658,follow later,neutral,1
fantastic support team #5562,fantastic support team,positive,2
excellent quality #429,excellent quality,positive,2
ok thanks #1201,ok thanks,neutral,1
will follow up later #7447,follow later,neutral,1
loving this so much #4734,love much,positive,2
this made my day #7982,make day,positive,2
fantastic support team #1764,fantastic support team,positive,2
excellent quality #9246,excellent quality,positive,2
will follow up later #2647,follow later,neutral,1
as expected #7167,expect,neutral,1
this is awful #5551,awful,negative,0
this is awful #6491,awful,negative,0
highly recommend #5947,highly recommend,positive,2
highly recommend #2517,highly recommend,positive,2
totally disappointed with this #5960,totally disappointed,negative,0
totally disappointed with this #2664,totally disappointed,negative,0
as expected #3290,expect,neutral,1
this is awful #8864,awful,negative,0
worst experience ever #2881,bad experience ever,negative,0
terrible quality #5652,terrible quality,negative,0
terrible quality #6462,terrible quality,negative,0
waste of time #2259,waste time,negative,0
this made my day #8870,make day,positive,2
will follow up later #5856,follow later,neutral,1
so happy with this #8757,happy,positive,2
hate this update #2145,hate update,negative,0
great experience #9076,great experience,positive,2
terrible quality #8556,terrible quality,negative,0
link attached for reference #5122,link attach reference,neutral,1
best day ever #3035,best day ever,positive,2
terrible quality #6187,terrible quality,negative,0
so frustrated right now #1374,frustrate right,negative,0
will follow up later #7936,follow later,neutral,1
waste of time #8271,waste time,negative,0
excellent quality #1803,excellent quality,positive,2
waste of time #9800,waste time,negative,0
hate this update #6104,hate update,negative,0
fantastic support team #5489,fantastic support team,positive,2
totally disappointed with this #9795,totally disappointed,negative,0
great experience #4536,great experience,positive,2
will follow up later #6498,follow later,neutral,1
as expected #1900,expect,neutral,1
waste of time #7194,waste time,negative,0
waste of time #4778,waste time,negative,0
great experience #6718,great experience,positive,2
highly recommend #2538,highly recommend,positive,2
this made my day #4915,make day,positive,2
so frustrated right now #1415,frustrate right,negative,0
highly recommend #5653,highly recommend,positive,2
best day ever #3694,best day ever,positive,2
standard procedure #8651,standard procedure,neutral,1
as expected #3960,expect,neutral,1
would not recommend #8505,would recommend,negative,0
loving this so much #8461,love much,positive,2
link attached for reference #6176,link attach reference,neutral,1
so frustrated right now #3059,frustrate right,negative,0
would not recommend #9718,would recommend,negative,0
see you tomorrow #884,see tomorrow,neutral,1
so frustrated right now #3950,frustrate right,negative,0
standard procedure #6247,standard procedure,neutral,1
standard procedure #6214,standard procedure,neutral,1
noted for the record #7530,note record,neutral,1
highly recommend #9733,highly recommend,positive,2
as expected #5026,expect,neutral,1
so happy with this #1908,happy,positive,2
ok thanks #3514,ok thanks,neutral,1
noted for the record #5024,note record,neutral,1
totally disappointed with this #4965,totally disappointed,negative,0
so frustrated right now #1345,frustrate right,negative,0
as expected #2585,expect,neutral,1
the meeting is at 3pm #5042,meeting 3pm,neutral,1
will follow up later #8707,follow later,neutral,1
great experience #2547,great experience,positive,2
ok thanks #9569,ok thanks,neutral,1
excellent quality #911,excellent quality,positive,2
so happy with this #7653,happy,positive,2
will follow up later #9765,follow later,neutral,1
this is awful #9823,awful,negative,0
the meeting is at 3pm #202,meeting 3pm,neutral,1
loving this so much #232,love much,positive,2
the meeting is at 3pm #9930,meeting 3pm,neutral,1
see you tomorrow #8925,see tomorrow,neutral,1
best day ever #1516,best day ever,positive,2
waste of time #1118,waste time,negative,0
best day ever #6155,best day ever,positive,2
see you tomorrow #7700,see tomorrow,neutral,1
see you tomorrow #9266,see tomorrow,neutral,1
excellent quality #5685,excellent quality,positive,2
highly recommend #1300,highly recommend,positive,2
would not recommend #5544,would recommend,negative,0
the meeting is at 3pm #1766,meeting 3pm,neutral,1
see you tomorrow #3813,see tomorrow,neutral,1
link attached for reference #1108,link attach reference,neutral,1
terrible quality #7869,terrible quality,negative,0
link attached for reference #599,link attach reference,neutral,1
best day ever #2848,best day ever,positive,2
this made my day #7224,make day,positive,2
highly recommend #140,highly recommend,positive,2
hate this update #9755,hate update,negative,0
link attached for reference #1505,link attach reference,neutral,1
fantastic support team #533,fantastic support team,positive,2
this made my day #1642,make day,positive,2
worst experience ever #6776,bad experience ever,negative,0
would not recommend #1916,would recommend,negative,0
excellent quality #9186,excellent quality,positive,2
hate this update #2559,hate update,negative,0
fantastic support team #7660,fantastic support team,positive,2
so happy with this #9100,happy,positive,2
link attached for reference #6065,link attach reference,neutral,1
so happy with this #4412,happy,positive,2
link attached for reference #5558,link attach reference,neutral,1
will follow up later #9131,follow later,neutral,1
terrible quality #7629,terrible quality,negative,0
terrible quality #416,terrible quality,negative,0
great experience #7302,great experience,positive,2
see you tomorrow #3651,see tomorrow,neutral,1
terrible quality #3863,terrible quality,negative,0
worst experience ever #348,bad experience ever,negative,0
see you tomorrow #7135,see tomorrow,neutral,1
worst experience ever #8608,bad experience ever,negative,0
the meeting is at 3pm #1997,meeting 3pm,neutral,1
terrible quality #312,terrible quality,negative,0
hate this update #3890,hate update,negative,0
fantastic support team #4932,fantastic support team,positive,2
ok thanks #2623,ok thanks,neutral,1
this made my day #5208,make day,positive,2
fantastic support team #5330,fantastic support team,positive,2
see you tomorrow #4371,see tomorrow,neutral,1
would not recommend #7919,would recommend,negative,0
link attached for reference #1282,link attach reference,neutral,1
will follow up later #8476,follow later,neutral,1
so happy with this #7048,happy,positive,2
hate this update #6535,hate update,negative,0
hate this update #3384,hate update,negative,0
best day ever #7107,best day ever,positive,2
hate this update #6981,hate update,negative,0
standard procedure #6673,standard procedure,neutral,1
as expected #184,expect,neutral,1
so frustrated right now #991,frustrate right,negative,0
loving this so much #8420,love much,positive,2
hate this update #6643,hate update,negative,0
this is awful #6161,awful,negative,0
link attached for reference #3196,link attach reference,neutral,1
as expected #6562,expect,neutral,1
so frustrated right now #7639,frustrate right,negative,0
best day ever #255,best day ever,positive,2
totally disappointed with this #2255,totally disappointed,negative,0
hate this update #3020,hate update,negative,0
would not recommend #4125,would recommend,negative,0
hate this update #4551,hate update,negative,0
as expected #767,expect,neutral,1
so frustrated right now #2402,frustrate right,negative,0
best day ever #4834,best day ever,positive,2
excellent quality #5940,excellent quality,positive,2
totally disappointed with this #9210,totally disappointed,negative,0
link attached for reference #2092,link attach reference,neutral,1
standard procedure #5921,standard procedure,neutral,1
excellent quality #8197,excellent quality,positive,2
ok thanks #6199,ok thanks,neutral,1
worst experience ever #4820,bad experience ever,negative,0
best day ever #9973,best day ever,positive,2
so happy with this #7466,happy,positive,2
best day ever #8502,best day ever,positive,2
see you tomorrow #6608,see tomorrow,neutral,1
will follow up later #329,follow later,neutral,1
standard procedure #5097,standard procedure,neutral,1
this is awful #8945,awful,negative,0
this is awful #4676,awful,negative,0
waste of time #7436,waste time,negative,0
hate this update #2780,hate update,negative,0
the meeting is at 3pm #7847,meeting 3pm,neutral,1
so happy with this #1535,happy,positive,2
excellent quality #4509,excellent quality,positive,2
will follow up later #9942,follow later,neutral,1
see you tomorrow #121,see tomorrow,neutral,1
standard procedure #2453,standard procedure,neutral,1
hate this update #8781,hate update,negative,0
the meeting is at 3pm #7744,meeting 3pm,neutral,1
waste of time #6346,waste time,negative,0
fantastic support team #7980,fantastic support team,positive,2
highly recommend #6083,highly recommend,positive,2
fantastic support team #9232,fantastic support team,positive,2
so happy with this #9822,happy,positive,2
excellent quality #6464,excellent quality,positive,2
great experience #7495,great experience,positive,2
so frustrated right now #1654,frustrate right,negative,0
link attached for reference #7095,link attach reference,neutral,1
link attached for reference #4724,link attach reference,neutral,1
link attached for reference #1239,link attach reference,neutral,1
highly recommend #4913,highly recommend,positive,2
would not recommend #3675,would recommend,negative,0
ok thanks #9707,ok thanks,neutral,1
link attached for reference #1786,link attach reference,neutral,1
noted for the record #4428,note record,neutral,1
so frustrated right now #1196,frustrate right,negative,0
would not recommend #1535,would recommend,negative,0
will follow up later #5045,follow later,neutral,1
great experience #5187,great experience,positive,2
standard procedure #7599,standard procedure,neutral,1
totally disappointed with this #7078,totally disappointed,negative,0
hate this update #9460,hate update,negative,0
waste of time #1046,waste time,negative,0
standard procedure #1238,standard procedure,neutral,1
so happy with this #8125,happy,positive,2
the meeting is at 3pm #2024,meeting 3pm,neutral,1
terrible quality #3878,terrible quality,negative,0
would not recommend #9475,would recommend,negative,0
loving this so much #3437,love much,positive,2
would not recommend #6087,would recommend,negative,0
totally disappointed with this #4087,totally disappointed,negative,0
great experience #1889,great experience,positive,2
see you tomorrow #260,see tomorrow,neutral,1
excellent quality #7685,excellent quality,positive,2
highly recommend #5363,highly recommend,positive,2
this is awful #9930,awful,negative,0
ok thanks #8229,ok thanks,neutral,1
worst experience ever #2532,bad experience ever,negative,0
will follow up later #9694,follow later,neutral,1
see you tomorrow #943,see tomorrow,neutral,1
as expected #9305,expect,neutral,1
see you tomorrow #1887,see tomorrow,neutral,1
this made my day #2786,make day,positive,2
so happy with this #2973,happy,positive,2
worst experience ever #9188,bad experience ever,negative,0
hate this update #3009,hate update,negative,0
excellent quality #1041,excellent quality,positive,2
highly recommend #2112,highly recommend,positive,2
this is awful #9415,awful,negative,0
loving this so much #8559,love much,positive,2
fantastic support team #6994,fantastic support team,positive,2
noted for the record #9279,note record,neutral,1
see you tomorrow #4794,see tomorrow,neutral,1
will follow up later #5375,follow later,neutral,1
noted for the record #8328,note record,neutral,1
the meeting is at 3pm #2547,meeting 3pm,neutral,1
the meeting is at 3pm #4463,meeting 3pm,neutral,1
the meeting is at 3pm #9576,meeting 3pm,neutral,1
link attached for reference #6428,link attach reference,neutral,1
loving this so much #9333,love much,positive,2
as expected #5878,expect,neutral,1
see you tomorrow #3520,see tomorrow,neutral,1
standard procedure #2498,standard procedure,neutral,1
loving this so much #7461,love much,positive,2
terrible quality #4762,terrible quality,negative,0
would not recommend #8146,would recommend,negative,0
as expected #5981,expect,neutral,1
loving this so much #3593,love much,positive,2
fantastic support team #3667,fantastic support team,positive,2
standard procedure #3592,standard procedure,neutral,1
best day ever #1148,best day ever,positive,2
excellent quality #7036,excellent quality,positive,2
totally disappointed with this #5973,totally disappointed,negative,0
totally disappointed with this #9522,totally disappointed,negative,0
see you tomorrow #4202,see tomorrow,neutral,1
best day ever #2126,best day ever,positive,2
as expected #588,expect,neutral,1
as expected #5219,expect,neutral,1
would not recommend #1809,would recommend,negative,0
best day ever #2368,best day ever,positive,2
would not recommend #3207,would recommend,negative,0
worst experience ever #951,bad experience ever,negative,0
ok thanks #9912,ok thanks,neutral,1
great experience #2557,great experience,positive,2
this made my day #4744,make day,positive,2
great experience #1861,great experience,positive,2
totally disappointed with this #4176,totally disappointed,negative,0
so happy with this #3969,happy,positive,2
would not recommend #197,would recommend,negative,0
this made my day #4800,make day,positive,2
so frustrated right now #844,frustrate right,negative,0
will follow up later #3145,follow later,neutral,1
terrible quality #4389,terrible quality,negative,0
would not recommend #9675,would recommend,negative,0
this is awful #5327,awful,negative,0
waste of time #1775,waste time,negative,0
totally disappointed with this #2279,totally disappointed,negative,0
excellent quality #3344,excellent quality,positive,2
excellent quality #8962,excellent quality,positive,2
fantastic support team #4740,fantastic support team,positive,2
worst experience ever #7723,bad experience ever,negative,0
totally disappointed with this #12,totally disappointed,negative,0
standard procedure #4104,standard procedure,neutral,1
this made my day #9590,make day,positive,2
so happy with this #5861,happy,positive,2
the meeting is at 3pm #490,meeting 3pm,neutral,1
highly recommend #2950,highly recommend,positive,2
ok thanks #3383,ok thanks,neutral,1
highly recommend #182,highly recommend,positive,2
highly recommend #676,highly recommend,positive,2
ok thanks #6875,ok thanks,neutral,1
best day ever #8561,best day ever,positive,2
ok thanks #6868,ok thanks,neutral,1
worst experience ever #9994,bad experience ever,negative,0
so frustrated right now #505,frustrate right,negative,0
will follow up later #4626,follow later,neutral,1
so frustrated right now #9991,frustrate right,negative,0
standard procedure #2416,standard procedure,neutral,1
so happy with this #5964,happy,positive,2
would not recommend #6674,would recommend,negative,0
link attached for reference #7877,link attach reference,neutral,1
terrible quality #6981,terrible quality,negative,0
highly recommend #2250,highly recommend,positive,2
the meeting is at 3pm #1807,meeting 3pm,neutral,1
as expected #5028,expect,neutral,1
fantastic support team #6427,fantastic support team,positive,2
so frustrated right now #6930,frustrate right,negative,0
link attached for reference #6105,link attach reference,neutral,1
great experience #5364,great experience,positive,2
noted for the record #7992,note record,neutral,1
would not recommend #5456,would recommend,negative,0
this made my day #519,make day,positive,2
hate this update #9173,hate update,negative,0
hate this update #8061,hate update,negative,0
noted for the record #1002,note record,neutral,1
this made my day #3788,make day,positive,2
ok thanks #9028,ok thanks,neutral,1
fantastic support team #7906,fantastic support team,positive,2
waste of time #1523,waste time,negative,0
worst experience ever #1158,bad experience ever,negative,0
highly recommend #6560,highly recommend,positive,2
fantastic support team #3448,fantastic support team,positive,2
the meeting is at 3pm #7675,meeting 3pm,neutral,1
so happy with this #2923,happy,positive,2
this made my day #8358,make day,positive,2
totally disappointed with this #181,totally disappointed,negative,0
worst experience ever #2533,bad experience ever,negative,0
fantastic support team #1748,fantastic support team,positive,2
this made my day #3032,make day,positive,2
terrible quality #7219,terrible quality,negative,0
waste of time #3794,waste time,negative,0
as expected #3920,expect,neutral,1
standard procedure #9792,standard procedure,neutral,1
worst experience ever #8511,bad experience ever,negative,0
best day ever #1115,best day ever,positive,2
the meeting is at 3pm #6377,meeting 3pm,neutral,1
great experience #5108,great experience,positive,2
loving this so much #901,love much,positive,2
so frustrated right now #6259,frustrate right,negative,0
best day ever #6002,best day ever,positive,2
great experience #8042,great experience,positive,2
ok thanks #3244,ok thanks,neutral,1
waste of time #8140,waste time,negative,0
ok thanks #9059,ok thanks,neutral,1
waste of time #9267,waste time,negative,0
see you tomorrow #2482,see tomorrow,neutral,1
waste of time #8412,waste time,negative,0
see you tomorrow #5051,see tomorrow,neutral,1
ok thanks #7960,ok thanks,neutral,1
this made my day #8163,make day,positive,2
loving this so much #3829,love much,positive,2
great experience #7323,great experience,positive,2
excellent quality #7980,excellent quality,positive,2
loving this so much #6197,love much,positive,2
fantastic support team #1339,fantastic support team,positive,2
this made my day #4240,make day,positive,2
loving this so much #1885,love much,positive,2
worst experience ever #900,bad experience ever,negative,0
noted for the record #9133,note record,neutral,1
excellent quality #3110,excellent quality,positive,2
best day ever #9160,best day ever,positive,2
would not recommend #410,would recommend,negative,0
