text,sentiment,target
see you tomorrow #8291,neutral,1
fantastic support team #5566,positive,2
this is awful #9274,negative,0
excellent quality #122,positive,2
terrible quality #1311,negative,0
totally disappointed with this #5529,negative,0
totally disappointed with this #9187,negative,0
loving this so much #3720,positive,2
loving this so much #7117,positive,2
fantastic support team #5629,positive,2
this made my day #268,positive,2
loving this so much #5012,positive,2
see you tomorrow #8205,neutral,1
worst experience ever #1011,negative,0
worst experience ever #7721,negative,0
standard procedure #3448,neutral,1
highly recommend #3863,positive,2
this is awful #9488,negative,0
fantastic support team #1810,positive,2
best day ever #1144,positive,2
will follow up later #1686,neutral,1
as expected #6390,neutral,1
terrible quality #1386,negative,0
would not recommend #9708,negative,0
so frustrated right now #8009,negative,0
this made my day #8359,positive,2
so frustrated right now #4191,negative,0
the meeting is at 3pm #2597,neutral,1
fantastic support team #4041,positive,2
excellent quality #4123,positive,2
highly recommend #3281,positive,2
the meeting is at 3pm #8497,neutral,1
so frustrated right now #848,negative,0
this made my day #1829,positive,2
as expected #1492,neutral,1
standard procedure #4962,neutral,1
as expected #1859,neutral,1
highly recommend #873,positive,2
this is awful #1676,negative,0
see you tomorrow #1509,neutral,1
the meeting is at 3pm #5561,neutral,1
would not recommend #1092,negative,0
great experience #3223,positive,2
great experience #1887,positive,2
the meeting is at 3pm #6652,neutral,1
ok thanks #4139,neutral,1
fantastic support team #4580,positive,2
fantastic support team #2728,positive,2
would not recommend #4698,negative,0
highly recommend #5642,positive,2
will follow up later #7119,neutral,1
totally disappointed with this #5649,negative,0
great experience #2201,positive,2
totally disappointed with this #8246,negative,0
the meeting is at 3pm #7739,neutral,1
so frustrated right now #6424,negative,0
excellent quality #3247,positive,2
noted for the record #9697,neutral,1
noted for the record #2455,neutral,1
standard procedure #3519,neutral,1
fantastic support team #1174,positive,2
fantastic support team #5249,positive,2
the meeting is at 3pm #907,neutral,1
terrible quality #300,negative,0
excellent quality #8988,positive,2
ok thanks #4716,neutral,1
best day ever #9602,positive,2
excellent quality #6559,positive,2
hate this update #7423,negative,0
excellent quality #1750,positive,2
will follow up later #9134,neutral,1
so happy with this #5887,positive,2
standard procedure #9948,neutral,1
so frustrated right now #6201,negative,0
so happy with this #6733,positive,2
highly recommend #3017,positive,2
ok thanks #938,neutral,1
best day ever #5192,positive,2
this is awful #9275,negative,0
would not recommend #1576,negative,0
best day ever #3141,positive,2
would not recommend #2188,negative,0
noted for the record #2725,neutral,1
this made my day #2230,positive,2
great experience #3852,positive,2
standard procedure #6551,neutral,1
this made my day #8682,positive,2
waste of time #5911,negative,0
as expected #9723,neutral,1
so frustrated right now #3972,negative,0
hate this update #4258,negative,0
fantastic support team #1382,positive,2
waste of time #2953,negative,0
waste of time #3722,negative,0
noted for the record #7037,neutral,1
the meeting is at 3pm #2266,neutral,1
waste of time #5434,negative,0
hate this update #5789,negative,0
this is awful #2574,negative,0
best day ever #8779,positive,2
noted for the record #8194,neutral,1
highly recommend #2707,positive,2
best day ever #6382,positive,2
worst experience ever #9917,negative,0
so happy with this #3312,positive,2
totally disappointed with this #5876,negative,0
hate this update #9592,negative,0
best day ever #3238,positive,2
so frustrated right now #5929,negative,0
will follow up later #2384,neutral,1
standard procedure #6316,neutral,1
so happy with this #334,positive,2
standard procedure #7757,neutral,1
loving this so much #7569,positive,2
waste of time #9970,negative,0
loving this so much #6024,positive,2
waste of time #8527,negative,0
see you tomorrow #271,neutral,1
this is awful #4793,negative,0
link attached for reference #8358,neutral,1
the meeting is at 3pm #7240,neutral,1
hate this update #5679,negative,0
so happy with this #5336,positive,2
fantastic support team #5448,positive,2
terrible quality #3874,negative,0
fantastic support team #5955,positive,2
will follow up later #669,neutral,1
totally disappointed with this #7488,negative,0
standard procedure #4970,neutral,1
totally disappointed with this #8183,negative,0
so frustrated right now #7860,negative,0
ok thanks #699,neutral,1
totally disappointed with this #6531,negative,0
best day ever #2585,positive,2
totally disappointed with this #8581,negative,0
highly recommend #6480,positive,2
ok thanks #6065,neutral,1
best day ever #961,positive,2
highly recommend #3814,positive,2
link attached for reference #3717,neutral,1
best day ever #5534,positive,2
the meeting is at 3pm #4369,neutral,1
link attached for reference #8536,neutral,1
terrible quality #7223,negative,0
this is awful #1281,negative,0
the meeting is at 3pm #718,neutral,1
worst experience ever #5768,negative,0
standard procedure #9935,neutral,1
loving this so much #3289,positive,2
noted for the record #649,neutral,1
loving this so much #9593,positive,2
great experience #2346,positive,2
so happy with this #4507,positive,2
excellent quality #9191,positive,2
this made my day #2731,positive,2
standard procedure #5304,neutral,1
noted for the record #8595,neutral,1
standard procedure #6525,neutral,1
ok thanks #2109,neutral,1
noted for the record #5098,neutral,1
as expected #4748,neutral,1
standard procedure #2759,neutral,1
best day ever #718,positive,2
this made my day #3261,positive,2
would not recommend #4538,negative,0
terrible quality #3936,negative,0
totally disappointed with this #2920,negative,0
hate this update #1340,negative,0
loving this so much #1325,positive,2
great experience #1864,positive,2
see you tomorrow #1364,neutral,1
excellent quality #5195,positive,2
will follow up later #6124,neutral,1
link attached for reference #3122,neutral,1
the meeting is at 3pm #8478,neutral,1
highly recommend #203,positive,2
will follow up later #1350,neutral,1
great experience #7744,positive,2
will follow up later #8696,neutral,1
highly recommend #2678,positive,2
best day ever #3366,positive,2
so frustrated right now #3176,negative,0
noted for the record #999,neutral,1
best day ever #2342,positive,2
would not recommend #6845,negative,0
would not recommend #6795,negative,0
highly recommend #2650,positive,2
this is awful #1794,negative,0
waste of time #8566,negative,0
noted for the record #2413,neutral,1
hate this update #668,negative,0
waste of time #8008,negative,0
best day ever #1506,positive,2
best day ever #5977,positive,2
ok thanks #1954,neutral,1
great experience #8636,positive,2
excellent quality #7648,positive,2
great experience #8376,positive,2
would not recommend #2151,negative,0
link attached for reference #9519,neutral,1
the meeting is at 3pm #6918,neutral,1
great experience #5158,positive,2
worst experience ever #8198,negative,0
loving this so much #689,positive,2
this made my day #6151,positive,2
link attached for reference #6783,neutral,1
fantastic support team #9097,positive,2
link attached for reference #9908,neutral,1
the meeting is at 3pm #6189,neutral,1
the meeting is at 3pm #4797,neutral,1
great experience #1466,positive,2
best day ever #1139,positive,2
so happy with this #8267,positive,2
excellent quality #7565,positive,2
loving this so much #6904,positive,2
see you tomorrow #1562,neutral,1
fantastic support team #7341,positive,2
terrible quality #5811,negative,0
best day ever #5896,positive,2
waste of time #7826,negative,0
totally disappointed with this #8934,negative,0
excellent quality #3312,positive,2
would not recommend #9085,negative,0
totally disappointed with this #4314,negative,0
waste of time #9248,negative,0
excellent quality #3374,positive,2
so happy with this #6484,positive,2
see you tomorrow #5156,neutral,1
ok thanks #3368,neutral,1
the meeting is at 3pm #4528,neutral,1
terrible quality #5360,negative,0
hate this update #3807,negative,0
will follow up later #6668,neutral,1
great experience #3103,positive,2
as expected #7622,neutral,1
this is awful #6516,negative,0
as expected #7955,neutral,1
this is awful #7794,negative,0
this is awful #6628,negative,0
waste of time #594,negative,0
as expected #395,neutral,1
highly recommend #7461,positive,2
worst experience ever #9548,negative,0
highly recommend #2963,positive,2
this made my day #766,positive,2
excellent quality #1749,positive,2
great experience #9223,positive,2
totally disappointed with this #374,negative,0
excellent quality #4861,positive,2
noted for the record #691,neutral,1
this is awful #7231,negative,0
ok thanks #9871,neutral,1
so happy with this #3095,positive,2
highly recommend #8651,positive,2
great experience #6684,positive,2
fantastic support team #7510,positive,2
see you tomorrow #4172,neutral,1
see you tomorrow #2495,neutral,1
would not recommend #9918,negative,0
totally disappointed with this #8750,negative,0
as expected #1703,neutral,1
fantastic support team #1023,positive,2
loving this so much #4460,positive,2
as expected #1534,neutral,1
will follow up later #5631,neutral,1
best day ever #3342,positive,2
standard procedure #7847,neutral,1
see you tomorrow #8821,neutral,1
so frustrated right now #1995,negative,0
best day ever #1594,positive,2
link attached for reference #9296,neutral,1
fantastic support team #9846,positive,2
as expected #5230,neutral,1
so happy with this #6992,positive,2
ok thanks #8946,neutral,1
waste of time #5936,negative,0
excellent quality #6032,positive,2
standard procedure #5371,neutral,1
terrible quality #7367,negative,0
as expected #5841,neutral,1
excellent quality #5625,positive,2
see you tomorrow #5586,neutral,1
this is awful #2325,negative,0
standard procedure #6423,neutral,1
worst experience ever #2707,negative,0
noted for the record #4815,neutral,1
totally disappointed with this #8391,negative,0
best day ever #8670,positive,2
would not recommend #7707,negative,0
the meeting is at 3pm #8605,neutral,1
will follow up later #9061,neutral,1
standard procedure #3343,neutral,1
will follow up later #1748,neutral,1
loving this so much #36,positive,2
standard procedure #4750,neutral,1
the meeting is at 3pm #7365,neutral,1
noted for the record #3054,neutral,1
worst experience ever #671,negative,0
totally disappointed with this #6525,negative,0
highly recommend #6306,positive,2
link attached for reference #6392,neutral,1
terrible quality #1116,negative,0
noted for the record #579,neutral,1
excellent quality #5237,positive,2
as expected #3147,neutral,1
so happy with this #4185,positive,2
link attached for reference #3350,neutral,1
so happy with this #3201,positive,2
worst experience ever #827,negative,0
worst experience ever #1930,negative,0
this made my day #6043,positive,2
best day ever #429,positive,2
see you tomorrow #315,neutral,1
waste of time #1269,negative,0
see you tomorrow #3482,neutral,1
will follow up later #1673,neutral,1
hate this update #8606,negative,0
link attached for reference #6034,neutral,1
standard procedure #9719,neutral,1
see you tomorrow #2573,neutral,1
see you tomorrow #4597,neutral,1
great experience #7247,positive,2
totally disappointed with this #4166,negative,0
worst experience ever #9296,negative,0
hate this update #1175,negative,0
noted for the record #6791,neutral,1
ok thanks #8148,neutral,1
the meeting is at 3pm #7218,neutral,1
standard procedure #2508,neutral,1
standard procedure #5178,neutral,1
ok thanks #488,neutral,1
the meeting is at 3pm #6537,neutral,1
excellent quality #2427,positive,2
terrible quality #289,negative,0
excellent quality #6243,positive,2
ok thanks #6021,neutral,1
best day ever #3893,positive,2
great experience #6999,positive,2
terrible quality #9039,negative,0
waste of time #6529,negative,0
terrible quality #7008,negative,0
best day ever #8059,positive,2
worst experience ever #5957,negative,0
as expected #7497,neutral,1
this made my day #8831,positive,2
hate this update #4775,negative,0
waste of time #7827,negative,0
link attached for reference #3783,neutral,1
this is awful #4140,negative,0
terrible quality #7337,negative,0
great experience #5651,positive,2
link attached for reference #6748,neutral,1
this is awful #7377,negative,0
would not recommend #9618,negative,0
standard procedure #5318,neutral,1
waste of time #8363,negative,0
standard procedure #3680,neutral,1
totally disappointed with this #2312,negative,0
fantastic support team #2797,positive,2
waste of time #6195,negative,0
terrible quality #2145,negative,0
worst experience ever #1967,negative,0
loving this so much #7991,positive,2
best day ever #5183,positive,2
great experience #2552,positive,2
would not recommend #6562,negative,0
great experience #814,positive,2
terrible quality #73,negative,0
worst experience ever #7177,negative,0
loving this so much #9591,positive,2
great experience #4485,positive,2
as expected #1745,neutral,1
best day ever #9758,positive,2
worst experience ever #4543,negative,0
the meeting is at 3pm #5875,neutral,1
waste of time #8074,negative,0
noted for the record #7397,neutral,1
hate this update #8554,negative,0
link attached for reference #2741,neutral,1
highly recommend #1570,positive,2
link attached for reference #7363,neutral,1
would not recommend #6273,negative,0
this made my day #7180,positive,2
hate this update #7992,negative,0
hate this update #9103,negative,0
excellent quality #9397,positive,2
this made my day #5039,positive,2
waste of time #5170,negative,0
terrible quality #8902,negative,0
standard procedure #6062,neutral,1
would not recommend #4193,negative,0
ok thanks #9841,neutral,1
this is awful #1761,negative,0
best day ever #1907,positive,2
standard procedure #7630,neutral,1
ok thanks #4016,neutral,1
fantastic support team #953,positive,2
this made my day #6100,positive,2
totally disappointed with this #1746,negative,0
as expected #6558,neutral,1
waste of time #7975,negative,0
so frustrated right now #5395,negative,0
noted for the record #389,neutral,1
this made my day #3870,positive,2
so frustrated right now #4086,negative,0
will follow up later #4398,neutral,1
this made my day #9317,positive,2
so frustrated right now #5712,negative,0
see you tomorrow #4112,neutral,1
so frustrated right now #9070,negative,0
this made my day #543,positive,2
the meeting is at 3pm #5191,neutral,1
terrible quality #8419,negative,0
link attached for reference #431,neutral,1
noted for the record #4182,neutral,1
loving this so much #4699,positive,2
worst experience ever #5692,negative,0
standard procedure #606,neutral,1
waste of time #5362,negative,0
will follow up later #7375,neutral,1
this made my day #9845,positive,2
the meeting is at 3pm #8157,neutral,1
noted for the record #7515,neutral,1
will follow up later #9488,neutral,1
hate this update #1321,negative,0
so happy with this #5112,positive,2
highly recommend #8607,positive,2
worst experience ever #1249,negative,0
loving this so much #942,positive,2
as expected #7439,neutral,1
waste of time #5945,negative,0
see you tomorrow #1501,neutral,1
this is awful #1884,negative,0
see you tomorrow #867,neutral,1
worst experience ever #4228,negative,0
fantastic support team #6094,positive,2
excellent quality #2802,positive,2
this is awful #2424,negative,0
standard procedure #2467,neutral,1
totally disappointed with this #4049,negative,0
this is awful #718,negative,0
the meeting is at 3pm #5267,neutral,1
loving this so much #5758,positive,2
as expected #7902,neutral,1
highly recommend #7138,positive,2
so happy with this #8763,positive,2
terrible quality #917,negative,0
great experience #8000,positive,2
best day ever #749,positive,2
totally disappointed with this #7625,negative,0
this made my day #3138,positive,2
hate this update #3704,negative,0
will follow up later #9590,neutral,1
this is awful #123,negative,0
link attached for reference #4250,neutral,1
fantastic support team #8007,positive,2
noted for the record #3215,neutral,1
the meeting is at 3pm #6197,neutral,1
terrible quality #2466,negative,0
excellent quality #2050,positive,2
link attached for reference #4991,neutral,1
waste of time #3929,negative,0
highly recommend #9534,positive,2
loving this so much #9377,positive,2
the meeting is at 3pm #8411,neutral,1
terrible quality #5127,negative,0
excellent quality #8286,positive,2
as expected #9645,neutral,1
hate this update #9361,negative,0
hate this update #1557,negative,0
hate this update #6345,negative,0
loving this so much #9904,positive,2
link attached for reference #8690,neutral,1
excellent quality #7920,positive,2
this is awful #9802,negative,0
link attached for reference #1337,neutral,1
great experience #2362,positive,2
fantastic support team #6771,positive,2
will follow up later #931,neutral,1
best day ever #9712,positive,2
see you tomorrow #8195,neutral,1
hate this update #1438,negative,0
best day ever #8519,positive,2
see you tomorrow #2734,neutral,1
hate this update #9277,negative,0
great experience #2950,positive,2
terrible quality #1058,negative,0
loving this so much #2073,positive,2
would not recommend #8743,negative,0
will follow up later #6983,neutral,1
best day ever #3552,positive,2
see you tomorrow #6135,neutral,1
highly recommend #2924,positive,2
loving this so much #404,positive,2
terrible quality #6648,negative,0
best day ever #9469,positive,2
excellent quality #8284,positive,2
hate this update #991,negative,0
waste of time #2624,negative,0
this is awful #7805,negative,0
standard procedure #5521,neutral,1
noted for the record #8063,neutral,1
this is awful #6698,negative,0
hate this update #1539,negative,0
great experience #3269,positive,2
this is awful #3707,negative,0
noted for the record #9388,neutral,1
highly recommend #3548,positive,2
link attached for reference #4965,neutral,1
see you tomorrow #4943,neutral,1
standard procedure #1885,neutral,1
great experience #4753,positive,2
as expected #141,neutral,1
noted for the record #3764,neutral,1
waste of time #438,negative,0
excellent quality #6646,positive,2
would not recommend #3772,negative,0
excellent quality #6553,positive,2
would not recommend #9948,negative,0
waste of time #6963,negative,0
hate this update #9923,negative,0
will follow up later #8595,neutral,1
this is awful #8020,negative,0
will follow up later #3683,neutral,1
highly recommend #2929,positive,2
great experience #5739,positive,2
will follow up later #6147,neutral,1
see you tomorrow #717,neutral,1
will follow up later #2567,neutral,1
worst experience ever #9635,negative,0
noted for the record #2530,neutral,1
totally disappointed with this #8961,negative,0
would not recommend #7105,negative,0
would not recommend #216,negative,0
will follow up later #2359,neutral,1
so happy with this #4137,positive,2
so happy with this #1240,positive,2
best day ever #3232,positive,2
great experience #8924,positive,2
the meeting is at 3pm #927,neutral,1
worst experience ever #1153,negative,0
best day ever #5103,positive,2
terrible quality #3924,negative,0
hate this update #1032,negative,0
noted for the record #5252,neutral,1
highly recommend #2486,positive,2
link attached for reference #2154,neutral,1
would not recommend #3106,negative,0
waste of time #9095,negative,0
ok thanks #4942,neutral,1
highly recommend #6825,positive,2
the meeting is at 3pm #7593,neutral,1
highly recommend #2742,positive,2
so frustrated right now #5531,negative,0
waste of time #8285,negative,0
loving this so much #9099,positive,2
best day ever #1803,positive,2
link attached for reference #6366,neutral,1
worst experience ever #7417,negative,0
standard procedure #8027,neutral,1
worst experience ever #519,negative,0
this made my day #9591,positive,2
see you tomorrow #5285,neutral,1
this made my day #8430,positive,2
hate this update #3432,negative,0
ok thanks #7869,neutral,1
the meeting is at 3pm #4525,neutral,1
this is awful #8865,negative,0
this made my day #3959,positive,2
link attached for reference #576,neutral,1
waste of time #1430,negative,0
will follow up later #2151,neutral,1
this made my day #7930,positive,2
loving this so much #4770,positive,2
the meeting is at 3pm #5752,neutral,1
waste of time #485,negative,0
totally disappointed with this #6634,negative,0
noted for the record #1500,neutral,1
link attached for reference #7479,neutral,1
hate this update #6143,negative,0
standard procedure #1779,neutral,1
so frustrated right now #774,negative,0
the meeting is at 3pm #9000,neutral,1
the meeting is at 3pm #4761,neutral,1
see you tomorrow #5633,neutral,1
great experience #8591,positive,2
loving this so much #6274,positive,2
excellent quality #806,positive,2
best day ever #8013,positive,2
noted for the record #3029,neutral,1
as expected #1311,neutral,1
noted for the record #9702,neutral,1
would not recommend #1669,negative,0
noted for the record #8930,neutral,1
standard procedure #8674,neutral,1
great experience #6209,positive,2
this made my day #5149,positive,2
worst experience ever #4227,negative,0
the meeting is at 3pm #6929,neutral,1
will follow up later #3390,neutral,1
noted for the record #43,neutral,1
see you tomorrow #4073,neutral,1
link attached for reference #4020,neutral,1
as expected #3279,neutral,1
ok thanks #5274,neutral,1
link attached for reference #456,neutral,1
ok thanks #6235,neutral,1
great experience #6604,positive,2
fantastic support team #4969,positive,2
worst experience ever #6973,negative,0
this made my day #922,positive,2
this is awful #4976,negative,0
great experience #487,positive,2
would not recommend #1925,negative,0
so happy with this #4915,positive,2
worst experience ever #3394,negative,0
highly recommend #9744,positive,2
excellent quality #1101,positive,2
standard procedure #7365,neutral,1
so happy with this #6387,positive,2
link attached for reference #9425,neutral,1
so frustrated right now #950,negative,0
the meeting is at 3pm #8880,neutral,1
noted for the record #884,neutral,1
excellent quality #4934,positive,2
best day ever #6700,positive,2
waste of time #6901,negative,0
would not recommend #4532,negative,0
this is awful #3144,negative,0
would not recommend #5491,negative,0
noted for the record #3014,neutral,1
standard procedure #2257,neutral,1
this is awful #3996,negative,0
see you tomorrow #9675,neutral,1
terrible quality #4450,negative,0
so happy with this #9346,positive,2
this is awful #1633,negative,0
best day ever #3146,positive,2
fantastic support team #24,positive,2
hate this update #4281,negative,0
this is awful #4921,negative,0
highly recommend #6491,positive,2
would not recommend #4986,negative,0
so frustrated right now #3138,negative,0
hate this update #6541,negative,0
as expected #3232,neutral,1
would not recommend #7874,negative,0
excellent quality #6629,positive,2
ok thanks #4446,neutral,1
great experience #9645,positive,2
waste of time #2020,negative,0
will follow up later #5429,neutral,1
totally disappointed with this #9071,negative,0
hate this update #165,negative,0
hate this update #9855,negative,0
highly recommend #618,positive,2
great experience #3012,positive,2
would not recommend #917,negative,0
excellent quality #2765,positive,2
will follow up later #7485,neutral,1
as expected #2447,neutral,1
excellent quality #1764,positive,2
this is awful #5150,negative,0
noted for the record #9928,neutral,1
link attached for reference #7599,neutral,1
noted for the record #4197,neutral,1
so happy with this #7904,positive,2
terrible quality #8907,negative,0
great experience #4976,positive,2
noted for the record #8931,neutral,1
worst experience ever #5081,negative,0
would not recommend #6861,negative,0
the meeting is at 3pm #6629,neutral,1
the meeting is at 3pm #6138,neutral,1
this made my day #4983,positive,2
this is awful #6807,negative,0
waste of time #1219,negative,0
worst experience ever #5592,negative,0
hate this update #9360,negative,0
would not recommend #9247,negative,0
highly recommend #4843,positive,2
noted for the record #5151,neutral,1
as expected #8427,neutral,1
noted for the record #3302,neutral,1
so frustrated right now #8231,negative,0
will follow up later #4918,neutral,1
worst experience ever #7449,negative,0
as expected #8267,neutral,1
great experience #4893,positive,2
would not recommend #7998,negative,0
would not recommend #5657,negative,0
link attached for reference #8820,neutral,1
noted for the record #2836,neutral,1
ok thanks #7081,neutral,1
best day ever #1035,positive,2
hate this update #9947,negative,0
loving this so much #6530,positive,2
so frustrated right now #3191,negative,0
terrible quality #9511,negative,0
see you tomorrow #5564,neutral,1
standard procedure #5715,neutral,1
highly recommend #8893,positive,2
fantastic support team #7738,positive,2
as expected #4346,neutral,1
this made my day #782,positive,2
totally disappointed with this #1712,negative,0
this made my day #1424,positive,2
this made my day #8118,positive,2
so frustrated right now #6830,negative,0
worst experience ever #3215,negative,0
as expected #7480,neutral,1
great experience #8812,positive,2
as expected #3881,neutral,1
so happy with this #8197,positive,2
fantastic support team #5902,positive,2
link attached for reference #4548,neutral,1
totally disappointed with this #5535,negative,0
link attached for reference #387,neutral,1
loving this so much #5187,positive,2
terrible quality #8374,negative,0
totally disappointed with this #5364,negative,0
will follow up later #2691,neutral,1
hate this update #5010,negative,0
excellent quality #7062,positive,2
worst experience ever #3047,negative,0
this is awful #5909,negative,0
ok thanks #3083,neutral,1
so happy with this #40,positive,2
noted for the record #6800,neutral,1
ok thanks #3363,neutral,1
this made my day #4651,positive,2
would not recommend #3103,negative,0
so happy with this #7955,positive,2
standard procedure #5273,neutral,1
loving this so much #1656,positive,2
ok thanks #1421,neutral,1
totally disappointed with this #4657,negative,0
so happy with this #9369,positive,2
waste of time #6702,negative,0
loving this so much #9045,positive,2
as expected #6382,neutral,1
highly recommend #9642,positive,2
excellent quality #3813,positive,2
standard procedure #3964,neutral,1
excellent quality #5840,positive,2
would not recommend #4866,negative,0
see you tomorrow #8608,neutral,1
ok thanks #2199,neutral,1
this made my day #1160,positive,2
standard procedure #8721,neutral,1
this is awful #3427,negative,0
great experience #4473,positive,2
standard procedure #1815,neutral,1
link attached for reference #6790,neutral,1
this is awful #7351,negative,0
as expected #587,neutral,1
excellent quality #7513,positive,2
fantastic support team #328,positive,2
hate this update #4896,negative,0
so happy with this #848,positive,2
this is awful #3618,negative,0
so frustrated right now #2960,negative,0
the meeting is at 3pm #9024,neutral,1
fantastic support team #618,positive,2
will follow up later #7294,neutral,1
will follow up later #2658,neutral,1
fantastic support team #5562,positive,2
excellent quality #429,positive,2
ok thanks #1201,neutral,1
will follow up later #7447,neutral,1
loving this so much #4734,positive,2
this made my day #7982,positive,2
fantastic support team #1764,positive,2
excellent quality #9246,positive,2
will follow up later #2647,neutral,1
as expected #7167,neutral,1
this is awful #5551,negative,0
this is awful #6491,negative,0
highly recommend #5947,positive,2
highly recommend #2517,positive,2
totally disappointed with this #5960,negative,0
totally disappointed with this #2664,negative,0
as expected #3290,neutral,1
this is awful #8864,negative,0
worst experience ever #2881,negative,0
terrible quality #5652,negative,0
terrible quality #6462,negative,0
waste of time #2259,negative,0
this made my day #8870,positive,2
will follow up later #5856,neutral,1
so happy with this #8757,positive,2
hate this update #2145,negative,0
great experience #9076,positive,2
terrible quality #8556,negative,0
link attached for reference #5122,neutral,1
best day ever #3035,positive,2
terrible quality #6187,negative,0
so frustrated right now #1374,negative,0
will follow up later #7936,neutral,1
waste of time #8271,negative,0
excellent quality #1803,positive,2
waste of time #9800,negative,0
hate this update #6104,negative,0
fantastic support team #5489,positive,2
totally disappointed with this #9795,negative,0
great experience #4536,positive,2
will follow up later #6498,neutral,1
as expected #1900,neutral,1
waste of time #7194,negative,0
waste of time #4778,negative,0
great experience #6718,positive,2
highly recommend #2538,positive,2
this made my day #4915,positive,2
so frustrated right now #1415,negative,0
highly recommend #5653,positive,2
best day ever #3694,positive,2
standard procedure #8651,neutral,1
as expected #3960,neutral,1
would not recommend #8505,negative,0
loving this so much #8461,positive,2
link attached for reference #6176,neutral,1
so frustrated right now #3059,negative,0
would not recommend #9718,negative,0
see you tomorrow #884,neutral,1
so frustrated right now #3950,negative,0
standard procedure #6247,neutral,1
standard procedure #6214,neutral,1
noted for the record #7530,neutral,1
highly recommend #9733,positive,2
as expected #5026,neutral,1
so happy with this #1908,positive,2
ok thanks #3514,neutral,1
noted for the record #5024,neutral,1
totally disappointed with this #4965,negative,0
so frustrated right now #1345,negative,0
as expected #2585,neutral,1
the meeting is at 3pm #5042,neutral,1
will follow up later #8707,neutral,1
great experience #2547,positive,2
ok thanks #9569,neutral,1
excellent quality #911,positive,2
so happy with this #7653,positive,2
will follow up later #9765,neutral,1
this is awful #9823,negative,0
the meeting is at 3pm #202,neutral,1
loving this so much #232,positive,2
the meeting is at 3pm #9930,neutral,1
see you tomorrow #8925,neutral,1
best day ever #1516,positive,2
waste of time #1118,negative,0
best day ever #6155,positive,2
see you tomorrow #7700,neutral,1
see you tomorrow #9266,neutral,1
excellent quality #5685,positive,2
highly recommend #1300,positive,2
would not recommend #5544,negative,0
the meeting is at 3pm #1766,neutral,1
see you tomorrow #3813,neutral,1
link attached for reference #1108,neutral,1
terrible quality #7869,negative,0
link attached for reference #599,neutral,1
best day ever #2848,positive,2
this made my day #7224,positive,2
highly recommend #140,positive,2
hate this update #9755,negative,0
link attached for reference #1505,neutral,1
fantastic support team #533,positive,2
this made my day #1642,positive,2
worst experience ever #6776,negative,0
would not recommend #1916,negative,0
excellent quality #9186,positive,2
hate this update #2559,negative,0
fantastic support team #7660,positive,2
so happy with this #9100,positive,2
link attached for reference #6065,neutral,1
so happy with this #4412,positive,2
link attached for reference #5558,neutral,1
will follow up later #9131,neutral,1
terrible quality #7629,negative,0
terrible quality #416,negative,0
great experience #7302,positive,2
see you tomorrow #3651,neutral,1
terrible quality #3863,negative,0
worst experience ever #348,negative,0
see you tomorrow #7135,neutral,1
worst experience ever #8608,negative,0
the meeting is at 3pm #1997,neutral,1
terrible quality #312,negative,0
hate this update #3890,negative,0
fantastic support team #4932,positive,2
ok thanks #2623,neutral,1
this made my day #5208,positive,2
fantastic support team #5330,positive,2
see you tomorrow #4371,neutral,1
would not recommend #7919,negative,0
link attached for reference #1282,neutral,1
will follow up later #8476,neutral,1
so happy with this #7048,positive,2
hate this update #6535,negative,0
hate this update #3384,negative,0
best day ever #7107,positive,2
hate this update #6981,negative,0
standard procedure #6673,neutral,1
as expected #184,neutral,1
so frustrated right now #991,negative,0
loving this so much #8420,positive,2
hate this update #6643,negative,0
this is awful #6161,negative,0
link attached for reference #3196,neutral,1
as expected #6562,neutral,1
so frustrated right now #7639,negative,0
best day ever #255,positive,2
totally disappointed with this #2255,negative,0
hate this update #3020,negative,0
would not recommend #4125,negative,0
hate this update #4551,negative,0
as expected #767,neutral,1
so frustrated right now #2402,negative,0
best day ever #4834,positive,2
excellent quality #5940,positive,2
totally disappointed with this #9210,negative,0
link attached for reference #2092,neutral,1
standard procedure #5921,neutral,1
excellent quality #8197,positive,2
ok thanks #6199,neutral,1
worst experience ever #4820,negative,0
best day ever #9973,positive,2
so happy with this #7466,positive,2
best day ever #8502,positive,2
see you tomorrow #6608,neutral,1
will follow up later #329,neutral,1
standard procedure #5097,neutral,1
this is awful #8945,negative,0
this is awful #4676,negative,0
waste of time #7436,negative,0
hate this update #2780,negative,0
the meeting is at 3pm #7847,neutral,1
so happy with this #1535,positive,2
excellent quality #4509,positive,2
will follow up later #9942,neutral,1
see you tomorrow #121,neutral,1
standard procedure #2453,neutral,1
hate this update #8781,negative,0
the meeting is at 3pm #7744,neutral,1
waste of time #6346,negative,0
fantastic support team #7980,positive,2
highly recommend #6083,positive,2
fantastic support team #9232,positive,2
so happy with this #9822,positive,2
excellent quality #6464,positive,2
great experience #7495,positive,2
so frustrated right now #1654,negative,0
link attached for reference #7095,neutral,1
link attached for reference #4724,neutral,1
link attached for reference #1239,neutral,1
highly recommend #4913,positive,2
would not recommend #3675,negative,0
ok thanks #9707,neutral,1
link attached for reference #1786,neutral,1
noted for the record #4428,neutral,1
so frustrated right now #1196,negative,0
would not recommend #1535,negative,0
will follow up later #5045,neutral,1
great experience #5187,positive,2
standard procedure #7599,neutral,1
totally disappointed with this #7078,negative,0
hate this update #9460,negative,0
waste of time #1046,negative,0
